ID,A1,A2,agreement
173119,Yes,Yes,Yes
198718,Yes,Yes,Yes
535998,Yes,Yes,Yes
541431,Yes,Yes,Yes
554826,Yes,Yes,Yes
555528,Yes,Yes,Yes
613441,Yes,Yes,Yes
689961,Yes,Yes,Yes
752381,Yes,Yes,Yes
754885,Yes,Yes,Yes
827684,Yes,Yes,Yes
837311,Yes,Yes,Yes
941965,Yes,Yes,Yes
958730,Yes,Yes,Yes
994861,Yes,Yes,Yes
1004333,Yes,Yes,Yes
1005538,Yes,Yes,Yes
1030266,Yes,Yes,Yes
1032110,Yes,Yes,Yes
1048993,Yes,Yes,Yes
1111184,Yes,Yes,Yes
1166888,Yes,Yes,Yes
1177913,Yes,Yes,Yes
1185343,Yes,Yes,Yes
1187009,Yes,Yes,Yes
1195027,Yes,Yes,Yes
1224071,Yes,Yes,Yes
1335216,Yes,Yes,Yes
1336308,Yes,Yes,Yes
1358627,Yes,Yes,Yes
1372090,Yes,Yes,Yes
1377929,Yes,Yes,Yes
1439421,Yes,Yes,Yes
1489212,Yes,Yes,Yes
1491431,Yes,Yes,Yes
1491724,Yes,Yes,Yes
1502837,Yes,Yes,Yes
1512256,Yes,Yes,Yes
1512281,Yes,Yes,Yes
1536829,Yes,Yes,Yes
1563587,Yes,Yes,Yes
1596672,Yes,Yes,Yes
1633335,Yes,Yes,Yes
1641149,Yes,Yes,Yes
1665127,Yes,Yes,Yes
1680582,Yes,Yes,Yes
1688632,No,No,No
1706393,Yes,No,
1718642,Yes,Yes,Yes
1844574,Yes,Yes,Yes
1873254,Yes,Yes,Yes
1877761,Yes,Yes,Yes
1878326,Yes,Yes,Yes
1894045,Yes,Yes,Yes
1924161,Yes,Yes,Yes
1971814,Yes,Yes,Yes
1985216,Yes,Yes,Yes
1993752,No,No,No
2028235,Yes,Yes,Yes
2032272,Yes,Yes,Yes
2085134,Yes,Yes,Yes
2097588,Yes,Yes,Yes
2136311,Yes,Yes,Yes
2142153,Yes,Yes,Yes
2150062,Yes,Yes,Yes
2208941,Yes,Yes,Yes
2209307,Yes,Yes,Yes
2215537,Yes,Yes,Yes
2248843,Yes,Yes,Yes
2256907,Yes,Yes,Yes
2276964,Yes,Yes,Yes
2278415,Yes,Yes,Yes
2297479,Yes,Yes,Yes
2316946,Yes,Yes,Yes
2334446,Yes,Yes,Yes
2353152,Yes,Yes,Yes
2366716,Yes,Yes,Yes
2376670,Yes,Yes,Yes
2389641,Yes,Yes,Yes
2402307,Yes,Yes,Yes
2403232,Yes,Yes,Yes
2432008,Yes,Yes,Yes
2457866,Yes,Yes,Yes
2462754,Yes,Yes,Yes
2484351,Yes,Yes,Yes
2499005,Yes,Yes,Yes
2622367,Yes,Yes,Yes
2643185,Yes,Yes,Yes
2646959,Yes,Yes,Yes
2650743,Yes,Yes,Yes
2651478,Yes,Yes,Yes
2665674,Yes,Yes,Yes
2669567,Yes,Yes,Yes
2686394,Yes,Yes,Yes
2741101,Yes,Yes,Yes
2748031,Yes,Yes,Yes
2841518,Yes,Yes,Yes
2878333,Yes,Yes,Yes
2898308,Yes,Yes,Yes
2913842,Yes,Yes,Yes
2979252,Yes,Yes,Yes
2981849,Yes,Yes,Yes
2983174,Yes,Yes,Yes
3010806,Yes,Yes,Yes
3015699,Yes,Yes,Yes
3046928,Yes,Yes,Yes
3062701,Yes,Yes,Yes
3069348,Yes,Yes,Yes
3081266,Yes,Yes,Yes
3091880,Yes,Yes,Yes
3095448,Yes,Yes,Yes
3112200,Yes,Yes,Yes
3130033,Yes,Yes,Yes
3156389,Yes,Yes,Yes
3161509,Yes,Yes,Yes
3199463,No,No,No
3219536,Yes,Yes,Yes
3231443,Yes,Yes,Yes
3231812,Yes,Yes,Yes
3272911,Yes,Yes,Yes
3300831,Yes,Yes,Yes
3302442,Yes,Yes,Yes
3312979,Yes,Yes,Yes
3337609,Yes,Yes,Yes
3338847,Yes,Yes,Yes
155155,Yes,Yes,Yes
157825,Yes,Yes,Yes
188190,Yes,Yes,Yes
209559,Yes,Yes,Yes
225614,Yes,Yes,Yes
348122,Yes,Yes,Yes
562299,Yes,Yes,Yes
660007,Yes,Yes,Yes
690010,Yes,Yes,Yes
766781,Yes,Yes,Yes
800530,Yes,Yes,Yes
823277,Yes,Yes,Yes
836747,Yes,Yes,Yes
889133,Yes,Yes,Yes
921645,Yes,Yes,Yes
933640,Yes,Yes,Yes
954222,Yes,Yes,Yes
962558,Yes,Yes,Yes
1013002,Yes,Yes,Yes
1021034,Yes,Yes,Yes
1036471,Yes,Yes,Yes
1042570,Yes,Yes,Yes
1073420,Yes,Yes,Yes
1077987,Yes,Yes,Yes
1114706,Yes,Yes,Yes
1229955,Yes,Yes,Yes
1235459,Yes,Yes,Yes
1245444,Yes,Yes,Yes
1260517,Yes,Yes,Yes
1285953,Yes,Yes,Yes
1303739,Yes,Yes,Yes
1376776,Yes,Yes,Yes
1448193,Yes,Yes,Yes
1449693,Yes,Yes,Yes
1450235,Yes,Yes,Yes
1460655,Yes,Yes,Yes
1466233,Yes,Yes,Yes
1518298,Yes,Yes,Yes
1519934,Yes,Yes,Yes
1527504,Yes,Yes,Yes
1572961,Yes,Yes,Yes
1645181,Yes,Yes,Yes
1678281,Yes,Yes,Yes
1729838,Yes,Yes,Yes
1739396,Yes,Yes,Yes
1779175,Yes,Yes,Yes
1870709,Yes,Yes,Yes
1886487,Yes,Yes,Yes
1890749,Yes,Yes,Yes
1901283,Yes,Yes,Yes
1908799,Yes,Yes,Yes
1914543,Yes,Yes,Yes
1921007,Yes,Yes,Yes
1942027,Yes,Yes,Yes
1964499,Yes,Yes,Yes
1982962,Yes,Yes,Yes
1985267,Yes,Yes,Yes
1985276,Yes,Yes,Yes
1988279,Yes,Yes,Yes
2019071,Yes,Yes,Yes
2034325,Yes,Yes,Yes
2044437,Yes,Yes,Yes
2047751,Yes,Yes,Yes
2064369,Yes,Yes,Yes
2083283,Yes,Yes,Yes
2102685,Yes,Yes,Yes
2144111,Yes,Yes,Yes
2154115,Yes,Yes,Yes
2165743,Yes,Yes,Yes
2171756,Yes,Yes,Yes
2195438,Yes,Yes,Yes
2236342,Yes,Yes,Yes
2238686,Yes,Yes,Yes
2243098,Yes,Yes,Yes
2243472,Yes,Yes,Yes
2258486,Yes,Yes,Yes
2275136,Yes,Yes,Yes
2321933,Yes,Yes,Yes
2357746,Yes,Yes,Yes
2380434,Yes,Yes,Yes
2407840,Yes,Yes,Yes
2413768,Yes,Yes,Yes
2459871,Yes,Yes,Yes
2510788,Yes,Yes,Yes
2526158,Yes,,
2584066,Yes,Yes,Yes
2600062,Yes,Yes,Yes
2616887,Yes,Yes,Yes
2621050,Yes,Yes,Yes
2649696,Yes,Yes,Yes
2663462,Yes,Yes,Yes
2688684,Yes,Yes,Yes
2691016,Yes,Yes,Yes
2696730,Yes,Yes,Yes
2715304,No,No,No
2719125,Yes,Yes,Yes
2745377,Yes,Yes,Yes
2763592,Yes,Yes,Yes
2789055,Yes,Yes,Yes
2804663,No,Yes,
2813194,Yes,Yes,Yes
2818943,Yes,Yes,Yes
2824678,Yes,Yes,Yes
2926656,Yes,Yes,Yes
2939181,Yes,Yes,Yes
2951167,Yes,Yes,Yes
2958426,Yes,Yes,Yes
2961187,Yes,Yes,Yes
2980720,Yes,Yes,Yes
2982966,Yes,Yes,Yes
3022446,Yes,Yes,Yes
3032916,Yes,Yes,Yes
3054682,Yes,Yes,Yes
3058840,Yes,Yes,Yes
3063303,Yes,Yes,Yes
3096254,Yes,Yes,Yes
3114737,Yes,Yes,Yes
3118942,Yes,Yes,Yes
3121416,Yes,Yes,Yes
3146439,Yes,Yes,Yes
3225854,Yes,Yes,Yes
3257415,Yes,Yes,Yes
3283509,Yes,Yes,Yes
3324192,Yes,Yes,Yes
3337182,Yes,Yes,Yes
187499,Yes,Yes,Yes
238801,Yes,Yes,Yes
361274,Yes,Yes,Yes
381425,Yes,Yes,Yes
617585,Yes,Yes,Yes
619637,Yes,Yes,Yes
708344,Yes,Yes,Yes
738504,Yes,Yes,Yes
748989,Yes,Yes,Yes
860322,Yes,Yes,Yes
888514,Yes,Yes,Yes
913922,Yes,Yes,Yes
931024,Yes,Yes,Yes
956318,No,No,No
986939,Yes,Yes,Yes
1004397,Yes,Yes,Yes
1033374,Yes,Yes,Yes
1033839,Yes,Yes,Yes
1049612,Yes,Yes,Yes
1120483,Yes,Yes,Yes
1130483,Yes,Yes,Yes
1182581,Yes,Yes,Yes
1199996,Yes,Yes,Yes
1202482,Yes,Yes,Yes
1243119,Yes,No,
1246782,No,No,No
1259075,Yes,Yes,Yes
1378318,Yes,Yes,Yes
1429706,Yes,Yes,Yes
1469585,Yes,Yes,Yes
1497155,Yes,Yes,Yes
1533050,Yes,Yes,Yes
1569396,Yes,Yes,Yes
1575339,Yes,Yes,Yes
1580230,Yes,Yes,Yes
1625011,Yes,Yes,Yes
1631049,Yes,Yes,Yes
1631842,Yes,Yes,Yes
1640009,No,No,No
1644819,Yes,Yes,Yes
1656266,Yes,Yes,Yes
1666876,Yes,Yes,Yes
1698641,Yes,Yes,Yes
1723094,Yes,Yes,Yes
1729932,Yes,Yes,Yes
1741956,Yes,Yes,Yes
1774722,Yes,Yes,Yes
1777542,Yes,Yes,Yes
1788628,Yes,Yes,Yes
1793956,Yes,Yes,Yes
1817427,Yes,Yes,Yes
1824355,Yes,Yes,Yes
1836399,Yes,Yes,Yes
1845733,Yes,Yes,Yes
1911620,Yes,Yes,Yes
1919993,Yes,Yes,Yes
1926469,Yes,Yes,Yes
1926510,Yes,Yes,Yes
1934121,Yes,Yes,Yes
1981963,Yes,No,
1996513,Yes,Yes,Yes
1999243,Yes,Yes,Yes
2005038,Yes,Yes,Yes
2021895,Yes,Yes,Yes
2030357,Yes,No,
2072004,Yes,Yes,Yes
2087594,Yes,Yes,Yes
2114783,Yes,Yes,Yes
2181046,Yes,Yes,Yes
2210446,Yes,Yes,Yes
2246144,Yes,Yes,Yes
2254048,Yes,Yes,Yes
2255386,Yes,Yes,Yes
2260078,Yes,Yes,Yes
2261916,Yes,Yes,Yes
2303563,Yes,Yes,Yes
2344284,Yes,Yes,Yes
2391356,Yes,Yes,Yes
2433139,Yes,Yes,Yes
2492927,Yes,Yes,Yes
2498620,Yes,Yes,Yes
2499551,Yes,Yes,Yes
2506383,Yes,Yes,Yes
2521115,Yes,Yes,Yes
2530799,Yes,Yes,Yes
2557757,Yes,Yes,Yes
2576666,Yes,Yes,Yes
2596959,Yes,Yes,Yes
2597057,Yes,Yes,Yes
2604974,Yes,Yes,Yes
2636275,Yes,Yes,Yes
2671124,Yes,Yes,Yes
2680769,Yes,Yes,Yes
2684932,Yes,Yes,Yes
2700422,Yes,Yes,Yes
2704002,Yes,Yes,Yes
2709165,Yes,Yes,Yes
2710553,Yes,Yes,Yes
2740998,Yes,Yes,Yes
2788073,Yes,No,
2810808,Yes,Yes,Yes
2825332,Yes,Yes,Yes
2844200,Yes,Yes,Yes
2847282,Yes,Yes,Yes
2870519,Yes,Yes,Yes
2881512,Yes,Yes,Yes
2894915,Yes,No,
2897053,Yes,Yes,Yes
2910812,Yes,Yes,Yes
2948654,Yes,Yes,Yes
2967004,Yes,Yes,Yes
3016751,Yes,Yes,Yes
3081670,Yes,Yes,Yes
3088384,Yes,Yes,Yes
3104544,Yes,Yes,Yes
3134115,Yes,Yes,Yes
3138035,Yes,Yes,Yes
3210794,Yes,Yes,Yes
3232573,Yes,Yes,Yes
3234709,Yes,Yes,Yes
3244896,Yes,Yes,Yes
3251498,Yes,Yes,Yes
3258232,Yes,Yes,Yes
3305485,Yes,Yes,Yes
3318171,Yes,Yes,Yes
7991,Yes,Yes,Yes
45733,Yes,Yes,Yes
183781,Yes,,
217891,Yes,Yes,Yes
227817,Yes,Yes,Yes
263884,Yes,Yes,Yes
378817,Yes,Yes,Yes
385223,Yes,Yes,Yes
557135,Yes,Yes,Yes
593904,Yes,Yes,Yes
594257,Yes,Yes,Yes
757474,Yes,Yes,Yes
770312,Yes,Yes,Yes
854515,Yes,Yes,Yes
928684,Yes,Yes,Yes
931895,Yes,Yes,Yes
980852,Yes,,
1028379,Yes,Yes,Yes
1102413,Yes,Yes,Yes
1126497,Yes,,
1153286,Yes,Yes,Yes
1156600,Yes,Yes,Yes
1160026,Yes,Yes,Yes
1166040,Yes,Yes,Yes
1218841,Yes,Yes,Yes
1226311,Yes,Yes,Yes
1292566,Yes,Yes,Yes
1335195,Yes,Yes,Yes
1422412,No,Yes,
1432312,Yes,Yes,Yes
1456253,Yes,Yes,Yes
1460057,Yes,,
1461792,Yes,Yes,Yes
1464843,Yes,Yes,Yes
1466964,Yes,,
1468046,Yes,Yes,Yes
1589320,Yes,Yes,Yes
1601760,Yes,Yes,Yes
1616126,Yes,Yes,Yes
1649722,Yes,Yes,Yes
1666889,Yes,Yes,Yes
1691052,Yes,Yes,Yes
1758266,Yes,Yes,Yes
1771269,Yes,Yes,Yes
1774209,Yes,Yes,Yes
1809411,Yes,Yes,Yes
1843607,Yes,Yes,Yes
1861809,Yes,Yes,Yes
1879985,Yes,Yes,Yes
1894897,Yes,Yes,Yes
1906772,Yes,Yes,Yes
1913163,No,No,No
1919760,Yes,Yes,Yes
1985270,Yes,Yes,Yes
2051117,Yes,Yes,Yes
2051476,Yes,Yes,Yes
2068151,Yes,Yes,Yes
2075141,Yes,Yes,Yes
2079369,Yes,Yes,Yes
2118771,Yes,Yes,Yes
2157020,Yes,,
2165063,Yes,Yes,Yes
2198389,Yes,Yes,Yes
2202823,Yes,Yes,Yes
2206686,Yes,Yes,Yes
2213691,Yes,Yes,Yes
2235095,Yes,Yes,Yes
2273393,Yes,Yes,Yes
2278426,Yes,Yes,Yes
2285201,Yes,Yes,Yes
2290964,Yes,Yes,Yes
2307483,Yes,Yes,Yes
2311308,Yes,Yes,Yes
2321747,Yes,Yes,Yes
2324919,Yes,Yes,Yes
2328040,No,No,No
2370055,Yes,Yes,Yes
2379063,Yes,Yes,Yes
2391964,Yes,Yes,Yes
2396808,Yes,Yes,Yes
2482262,Yes,Yes,Yes
2486160,Yes,Yes,Yes
2494879,Yes,Yes,Yes
2501455,Yes,Yes,Yes
2526162,Yes,Yes,Yes
2539549,Yes,Yes,Yes
2559399,Yes,Yes,Yes
2571454,No,No,No
2573507,Yes,Yes,Yes
2576596,Yes,Yes,Yes
2600083,Yes,Yes,Yes
2608922,No,No,No
2610099,Yes,Yes,Yes
2618267,Yes,Yes,Yes
2645869,Yes,Yes,Yes
2682307,Yes,Yes,Yes
2714367,Yes,Yes,Yes
2791593,Yes,Yes,Yes
2811063,Yes,,
2817249,Yes,Yes,Yes
2836952,Yes,Yes,Yes
2842182,Yes,,
2851786,Yes,Yes,Yes
2854781,Yes,Yes,Yes
2858699,No,,
2867306,Yes,Yes,Yes
2884177,Yes,Yes,Yes
2910041,Yes,,
2992702,Yes,Yes,Yes
3006560,Yes,,
3068294,Yes,,
3109887,Yes,Yes,Yes
3118179,Yes,Yes,Yes
3124592,Yes,Yes,Yes
3145741,Yes,Yes,Yes
3171442,Yes,Yes,Yes
3172036,Yes,Yes,Yes
3173616,Yes,Yes,Yes
3183286,Yes,Yes,Yes
3192479,Yes,Yes,Yes
3213597,Yes,Yes,Yes
3233165,Yes,Yes,Yes
3240258,Yes,Yes,Yes
3277376,Yes,Yes,Yes
3302487,Yes,Yes,Yes